Query	Top Result	Relevance	Error
수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?	"Q: 수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?
A: 관세법에 따라 발급된 신고필증이 있는 수입제품에 대하여 최초 수입 시 1회 자가품질검사를 실시한 후, 동일한 제품을 추가로 수입하더라도 6개월마다 자가품질검사를 반복적으로 실시해야 합니다. 
"	true	
절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?	"Q: 절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?
A: 식품위생법 제31조는 판매 목적의 각 제품에 대해 개별적으로 자가품질검사를 요구합니다. 그러나 식품공전에 따라, 같은 검사항목을 적용받는 여러 제품이 하나의 식품 유형에 속할 경우, 이들을 대표하는 단일 품목만 검사하여도 충분할 수 있습니다. 그러므로, 절임류 제품의 경우, 모든 품목이 동일한 검사항목을 받는다면 대표 품목만 선택하여 검사할 수 있으며, 이 대표 품목의 자가품질검사 미실시가 확인될 경우, 그 품목에 한해서만 품목제조정지 처분을 적용할 수 있습니다. 하지만, 만약 자가품질검사가 전혀 이루어지지 않았다면, 절임류에 속하는 모든 품목에 대해 제조정지 처분이 적용될 수 있습니다. 추가로, 자가품질검사 의무가 없는 특정 품목은 이러한 처분에서 제외될 수 있습니다."	true	
절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?	"Q: 절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?
A: 식품위생법 제31조는 판매 목적의 각 제품에 대해 개별적으로 자가품질검사를 요구합니다. 그러나 식품공전에 따라, 같은 검사항목을 적용받는 여러 제품이 하나의 식품 유형에 속할 경우, 이들을 대표하는 단일 품목만 검사하여도 충분할 수 있습니다. 그러므로, 절임류 제품의 경우, 모든 품목이 동일한 검사항목을 받는다면 대표 품목만 선택하여 검사할 수 있으며, 이 대표 품목의 자가품질검사 미실시가 확인될 경우, 그 품목에 한해서만 품목제조정지 처분을 적용할 수 있습니다. 하지만, 만약 자가품질검사가 전혀 이루어지지 않았다면, 절임류에 속하는 모든 품목에 대해 제조정지 처분이 적용될 수 있습니다. 추가로, 자가품질검사 의무가 없는 특정 품목은 이러한 처분에서 제외될 수 있습니다."	true	
절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?	"Q: 절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?
A: 식품위생법 제31조는 판매 목적의 각 제품에 대해 개별적으로 자가품질검사를 요구합니다. 그러나 식품공전에 따라, 같은 검사항목을 적용받는 여러 제품이 하나의 식품 유형에 속할 경우, 이들을 대표하는 단일 품목만 검사하여도 충분할 수 있습니다. 그러므로, 절임류 제품의 경우, 모든 품목이 동일한 검사항목을 받는다면 대표 품목만 선택하여 검사할 수 있으며, 이 대표 품목의 자가품질검사 미실시가 확인될 경우, 그 품목에 한해서만 품목제조정지 처분을 적용할 수 있습니다. 하지만, 만약 자가품질검사가 전혀 이루어지지 않았다면, 절임류에 속하는 모든 품목에 대해 제조정지 처분이 적용될 수 있습니다. 추가로, 자가품질검사 의무가 없는 특정 품목은 이러한 처분에서 제외될 수 있습니다."	true	
절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?	"Q: 절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?
A: 식품위생법 제31조는 판매 목적의 각 제품에 대해 개별적으로 자가품질검사를 요구합니다. 그러나 식품공전에 따라, 같은 검사항목을 적용받는 여러 제품이 하나의 식품 유형에 속할 경우, 이들을 대표하는 단일 품목만 검사하여도 충분할 수 있습니다. 그러므로, 절임류 제품의 경우, 모든 품목이 동일한 검사항목을 받는다면 대표 품목만 선택하여 검사할 수 있으며, 이 대표 품목의 자가품질검사 미실시가 확인될 경우, 그 품목에 한해서만 품목제조정지 처분을 적용할 수 있습니다. 하지만, 만약 자가품질검사가 전혀 이루어지지 않았다면, 절임류에 속하는 모든 품목에 대해 제조정지 처분이 적용될 수 있습니다. 추가로, 자가품질검사 의무가 없는 특정 품목은 이러한 처분에서 제외될 수 있습니다."	true	
절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?	"Q: 절임류(단무지)를 업체에서 자가품질검사 전항목 미실시로 적발된 경우(동일한 검사항목을 적용받는 품목) 전체 품목을 정지해야 하나요, 아니면 대표 품목만 정지해야 하나요?
A: 식품위생법 제31조는 판매 목적의 각 제품에 대해 개별적으로 자가품질검사를 요구합니다. 그러나 식품공전에 따라, 같은 검사항목을 적용받는 여러 제품이 하나의 식품 유형에 속할 경우, 이들을 대표하는 단일 품목만 검사하여도 충분할 수 있습니다. 그러므로, 절임류 제품의 경우, 모든 품목이 동일한 검사항목을 받는다면 대표 품목만 선택하여 검사할 수 있으며, 이 대표 품목의 자가품질검사 미실시가 확인될 경우, 그 품목에 한해서만 품목제조정지 처분을 적용할 수 있습니다. 하지만, 만약 자가품질검사가 전혀 이루어지지 않았다면, 절임류에 속하는 모든 품목에 대해 제조정지 처분이 적용될 수 있습니다. 추가로, 자가품질검사 의무가 없는 특정 품목은 이러한 처분에서 제외될 수 있습니다."	true	
축산물 자가품질검사 주기의 적용 시점은 언제인가요?	"Q: 축산물 자가품질검사 주기의 적용 시점은 언제인가요?
A: 축산물가공품과 포장육은 제품 제조일을 기준으로, 식용란은 산란일을 기준으로 자가품질검사 주기가 적용됩니다.
"	true	
축산물가공품이나 포장육을 일정 기간 제조하지 않았을 경우, 자가품질검사 주기는 어떻게 적용되나요?	"Q: 축산물가공품이나 포장육을 일정 기간 제조하지 않았을 경우, 자가품질검사 주기는 어떻게 적용되나요?
A: 축산물가공품과 포장육의 자가품질검사 주기는 제품 제조일을 기준으로 산정됩니다. 따라서 일정 기간 동안 제품이 제조·가공되지 않았다면, 해당 기간 동안 자가품질검사를 실시하지 않아도 됩니다. 제품을 재생산하는 시점부터 자가품질검사를 시작하면 됩니다. 이 경우, 생산 및 작업일지와 원료수불 관계서류를 기록하여, 검사하지 않은 기간 동안 제품이 생산되지 않았음을 증빙할 수 있는 서류로 보관·제시해야 합니다."	true	
식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?	"Q: 식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?
A: 식용란의 자가품질검사 주기는 산란일을 기준으로 산정됩니다. 따라서 새로운 농장에서 수집한 경우, 최초 수집한 식용란의 산란일을 기준으로 6개월마다 최소 1회 검사를 실시하면 됩니다."	true	
식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?	"Q: 식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?
A: 식용란의 자가품질검사 주기는 산란일을 기준으로 산정됩니다. 따라서 새로운 농장에서 수집한 경우, 최초 수집한 식용란의 산란일을 기준으로 6개월마다 최소 1회 검사를 실시하면 됩니다."	true	
식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?	"Q: 식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?
A: 식용란의 자가품질검사 주기는 산란일을 기준으로 산정됩니다. 따라서 새로운 농장에서 수집한 경우, 최초 수집한 식용란의 산란일을 기준으로 6개월마다 최소 1회 검사를 실시하면 됩니다."	true	
식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?	"Q: 식용란수집판매업 영업자가 새로운 가축사육시설로부터 식용란을 수집하여 판매할 경우, 자가품질검사 주기는 어떻게 적용되나요?
A: 식용란의 자가품질검사 주기는 산란일을 기준으로 산정됩니다. 따라서 새로운 농장에서 수집한 경우, 최초 수집한 식용란의 산란일을 기준으로 6개월마다 최소 1회 검사를 실시하면 됩니다."	true	
자체적으로 제품 검사를 실시할 때도 자가품질검사 주기를 준수해야 하나요?	"Q: 자체적으로 제품 검사를 실시할 때도 자가품질검사 주기를 준수해야 하나요?
A: 「축산물의 자가품질검사 규정」에 명시된 검사항목 외에 자체적으로 실시하는 검사는 「식품의 기준 및 규격」에 따라 영업자가 필요하다고 판단한 항목과 검사주기를 자율적으로 설정하여 진행할 수 있습니다."	true	
자체적으로 제품 검사를 실시할 때도 자가품질검사 주기를 준수해야 하나요?	"Q: 자체적으로 제품 검사를 실시할 때도 자가품질검사 주기를 준수해야 하나요?
A: 「축산물의 자가품질검사 규정」에 명시된 검사항목 외에 자체적으로 실시하는 검사는 「식품의 기준 및 규격」에 따라 영업자가 필요하다고 판단한 항목과 검사주기를 자율적으로 설정하여 진행할 수 있습니다."	true	
자체적으로 제품 검사를 실시할 때도 자가품질검사 주기를 준수해야 하나요?	"Q: 자체적으로 제품 검사를 실시할 때도 자가품질검사 주기를 준수해야 하나요?
A: 「축산물의 자가품질검사 규정」에 명시된 검사항목 외에 자체적으로 실시하는 검사는 「식품의 기준 및 규격」에 따라 영업자가 필요하다고 판단한 항목과 검사주기를 자율적으로 설정하여 진행할 수 있습니다."	true	
포장육은 유형별로 한 가지만 검사해도 되나요?	"Q: 포장육은 유형별로 한 가지만 검사해도 되나요?
A: 포장육은 품목제조보고된 각 품목별로 자가품질검사를 실시해야 합니다. 유형별로 한 가지만 검사해서는 안 됩니다."	true	
축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?	"Q: 축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?
A: 「식품의 기준 및 규격」에서 동일한 검사항목을 적용받는 축산물가공품이나 식육즉석판매가공업에서 생산하는 식육가공품은, 동일 유형 내에서 1개 이상의 품목을 선정하여 자가품질검사를 실시할 수 있습니다. 그러나 양념육처럼 살균제품과 비살균제품(그대로 섭취하지 않는 제품)을 동시에 생산하는 경우, 검사항목이 다르므로 각각 자가품질검사를 별도로 실시해야 합니다."	true	
축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?	"Q: 축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?
A: 「식품의 기준 및 규격」에서 동일한 검사항목을 적용받는 축산물가공품이나 식육즉석판매가공업에서 생산하는 식육가공품은, 동일 유형 내에서 1개 이상의 품목을 선정하여 자가품질검사를 실시할 수 있습니다. 그러나 양념육처럼 살균제품과 비살균제품(그대로 섭취하지 않는 제품)을 동시에 생산하는 경우, 검사항목이 다르므로 각각 자가품질검사를 별도로 실시해야 합니다."	true	
축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?	"Q: 축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?
A: 「식품의 기준 및 규격」에서 동일한 검사항목을 적용받는 축산물가공품이나 식육즉석판매가공업에서 생산하는 식육가공품은, 동일 유형 내에서 1개 이상의 품목을 선정하여 자가품질검사를 실시할 수 있습니다. 그러나 양념육처럼 살균제품과 비살균제품(그대로 섭취하지 않는 제품)을 동시에 생산하는 경우, 검사항목이 다르므로 각각 자가품질검사를 별도로 실시해야 합니다."	true	
축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?	"Q: 축산물 유형별로 자가품질검사를 실시할 수 있는 범위는 어떻게 되나요?
A: 「식품의 기준 및 규격」에서 동일한 검사항목을 적용받는 축산물가공품이나 식육즉석판매가공업에서 생산하는 식육가공품은, 동일 유형 내에서 1개 이상의 품목을 선정하여 자가품질검사를 실시할 수 있습니다. 그러나 양념육처럼 살균제품과 비살균제품(그대로 섭취하지 않는 제품)을 동시에 생산하는 경우, 검사항목이 다르므로 각각 자가품질검사를 별도로 실시해야 합니다."	true	
「식품의 기준 및 규격」에는 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사를 하지 않아도 되나요?	"Q: 식품의 기준 및 규격은 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사하지 않아도 되는지?
A: 자가품질검사는 영업자의 부담과 현실적 요건을 고려하여 정해진 위해규격 항목을 따릅니다. 「식품등의 자가품질 검사항목 지정」 고시에 명시되지 않은 항목에 대해서는 검사 의무가 없습니다. 그러나, 검사를 하지 않는 항목도 식품의 기준 및 규격에는 부합해야 합니다."	false	
「식품의 기준 및 규격」에는 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사를 하지 않아도 되나요?	"Q: 식품의 기준 및 규격은 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사하지 않아도 되는지?
A: 자가품질검사는 영업자의 부담과 현실적 요건을 고려하여 정해진 위해규격 항목을 따릅니다. 「식품등의 자가품질 검사항목 지정」 고시에 명시되지 않은 항목에 대해서는 검사 의무가 없습니다. 그러나, 검사를 하지 않는 항목도 식품의 기준 및 규격에는 부합해야 합니다."	false	
「식품의 기준 및 규격」에는 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사를 하지 않아도 되나요?	"Q: 식품의 기준 및 규격은 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사하지 않아도 되는지?
A: 자가품질검사는 영업자의 부담과 현실적 요건을 고려하여 정해진 위해규격 항목을 따릅니다. 「식품등의 자가품질 검사항목 지정」 고시에 명시되지 않은 항목에 대해서는 검사 의무가 없습니다. 그러나, 검사를 하지 않는 항목도 식품의 기준 및 규격에는 부합해야 합니다."	false	
「식품의 기준 및 규격」에는 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사를 하지 않아도 되나요?	"Q: 식품의 기준 및 규격은 설정되어 있으나 자가품질검사 항목에 없는 것들은 검사하지 않아도 되는지?
A: 자가품질검사는 영업자의 부담과 현실적 요건을 고려하여 정해진 위해규격 항목을 따릅니다. 「식품등의 자가품질 검사항목 지정」 고시에 명시되지 않은 항목에 대해서는 검사 의무가 없습니다. 그러나, 검사를 하지 않는 항목도 식품의 기준 및 규격에는 부합해야 합니다."	false	
식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?	"Q: 식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?
A: 「식품의 기준 및 규격」에 따르면, Sulfonamides의 총합으로 잔류허용기준을 판정합니다. 해당 성분은 「식품의 기준 및 규격」 고시 제8.8.2.2.1에 따른 ""축산물 중 항균제 동시 다성분 분석법""으로 검사하는 15종의 Sulfonamides(설파구아니딘, 설파독신, 설파디메톡신, 설파디아진, 설파메라진, 설파메타진, 설파메톡사졸, 설파메톡시피리다진, 설파모노메톡신, 설파퀴녹살린, 설파클로르피리다진, 설파클로진, 설파티아졸, 설파페나졸, 설피속사졸)에 해당합니다."	true	
식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?	"Q: 식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?
A: 「식품의 기준 및 규격」에 따르면, Sulfonamides의 총합으로 잔류허용기준을 판정합니다. 해당 성분은 「식품의 기준 및 규격」 고시 제8.8.2.2.1에 따른 ""축산물 중 항균제 동시 다성분 분석법""으로 검사하는 15종의 Sulfonamides(설파구아니딘, 설파독신, 설파디메톡신, 설파디아진, 설파메라진, 설파메타진, 설파메톡사졸, 설파메톡시피리다진, 설파모노메톡신, 설파퀴녹살린, 설파클로르피리다진, 설파클로진, 설파티아졸, 설파페나졸, 설피속사졸)에 해당합니다."	true	
식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?	"Q: 식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?
A: 「식품의 기준 및 규격」에 따르면, Sulfonamides의 총합으로 잔류허용기준을 판정합니다. 해당 성분은 「식품의 기준 및 규격」 고시 제8.8.2.2.1에 따른 ""축산물 중 항균제 동시 다성분 분석법""으로 검사하는 15종의 Sulfonamides(설파구아니딘, 설파독신, 설파디메톡신, 설파디아진, 설파메라진, 설파메타진, 설파메톡사졸, 설파메톡시피리다진, 설파모노메톡신, 설파퀴녹살린, 설파클로르피리다진, 설파클로진, 설파티아졸, 설파페나졸, 설피속사졸)에 해당합니다."	true	
식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?	"Q: 식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?
A: 「식품의 기준 및 규격」에 따르면, Sulfonamides의 총합으로 잔류허용기준을 판정합니다. 해당 성분은 「식품의 기준 및 규격」 고시 제8.8.2.2.1에 따른 ""축산물 중 항균제 동시 다성분 분석법""으로 검사하는 15종의 Sulfonamides(설파구아니딘, 설파독신, 설파디메톡신, 설파디아진, 설파메라진, 설파메타진, 설파메톡사졸, 설파메톡시피리다진, 설파모노메톡신, 설파퀴녹살린, 설파클로르피리다진, 설파클로진, 설파티아졸, 설파페나졸, 설피속사졸)에 해당합니다."	true	
식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?	"Q: 식용란 자가품질검사 항목 중 설파제에 해당하는 성분은 무엇인가요?
A: 「식품의 기준 및 규격」에 따르면, Sulfonamides의 총합으로 잔류허용기준을 판정합니다. 해당 성분은 「식품의 기준 및 규격」 고시 제8.8.2.2.1에 따른 ""축산물 중 항균제 동시 다성분 분석법""으로 검사하는 15종의 Sulfonamides(설파구아니딘, 설파독신, 설파디메톡신, 설파디아진, 설파메라진, 설파메타진, 설파메톡사졸, 설파메톡시피리다진, 설파모노메톡신, 설파퀴녹살린, 설파클로르피리다진, 설파클로진, 설파티아졸, 설파페나졸, 설피속사졸)에 해당합니다."	true	
"「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?
"	"Q: 「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?

A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나 이 경우, 품목제조보고서나 원료수불대장 등을 통해 해당 첨가물을 사용하지 않았음을 증명해야 합니다. 다만, 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우는 기준·규격 위반에 해당합니다. 따라서, 영업자는 자가품질검사 항목 외에도 「식품의 기준 및 규격」에 따른 일반 및 개별 기준규격을 준수하여 제품을 관리해야 합니다."	true	
"「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?
"	"Q: 「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?

A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나 이 경우, 품목제조보고서나 원료수불대장 등을 통해 해당 첨가물을 사용하지 않았음을 증명해야 합니다. 다만, 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우는 기준·규격 위반에 해당합니다. 따라서, 영업자는 자가품질검사 항목 외에도 「식품의 기준 및 규격」에 따른 일반 및 개별 기준규격을 준수하여 제품을 관리해야 합니다."	true	
"「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?
"	"Q: 「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?

A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나 이 경우, 품목제조보고서나 원료수불대장 등을 통해 해당 첨가물을 사용하지 않았음을 증명해야 합니다. 다만, 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우는 기준·규격 위반에 해당합니다. 따라서, 영업자는 자가품질검사 항목 외에도 「식품의 기준 및 규격」에 따른 일반 및 개별 기준규격을 준수하여 제품을 관리해야 합니다."	true	
"「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?
"	"Q: 「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?

A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나 이 경우, 품목제조보고서나 원료수불대장 등을 통해 해당 첨가물을 사용하지 않았음을 증명해야 합니다. 다만, 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우는 기준·규격 위반에 해당합니다. 따라서, 영업자는 자가품질검사 항목 외에도 「식품의 기준 및 규격」에 따른 일반 및 개별 기준규격을 준수하여 제품을 관리해야 합니다."	true	
"「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?
"	"Q: 「축산물의 자가품질검사 규정」에 따른 아질산이온, 타르색소, 보존료 검사항목이 있을 때, 제품 제조·가공 시 이를 사용하지 않았다면 검사를 생략해도 되나요?

A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나 이 경우, 품목제조보고서나 원료수불대장 등을 통해 해당 첨가물을 사용하지 않았음을 증명해야 합니다. 다만, 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우는 기준·규격 위반에 해당합니다. 따라서, 영업자는 자가품질검사 항목 외에도 「식품의 기준 및 규격」에 따른 일반 및 개별 기준규격을 준수하여 제품을 관리해야 합니다."	true	
축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?	"Q: 축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?
A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 직접 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나, 원료로 사용된 간장 등에 해당 첨가물이 포함되어 있다면, 이를 고려해야 하며, 품목제조보고서나 원료수불대장을 통해 첨가물 사용 여부를 증명할 수 있어야 합니다. 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우, 원료 배합비 등을 고려하여 기준·규격 위반 여부가 판정됩니다."	true	
축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?	"Q: 축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?
A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 직접 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나, 원료로 사용된 간장 등에 해당 첨가물이 포함되어 있다면, 이를 고려해야 하며, 품목제조보고서나 원료수불대장을 통해 첨가물 사용 여부를 증명할 수 있어야 합니다. 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우, 원료 배합비 등을 고려하여 기준·규격 위반 여부가 판정됩니다."	true	
축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?	"Q: 축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?
A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 직접 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나, 원료로 사용된 간장 등에 해당 첨가물이 포함되어 있다면, 이를 고려해야 하며, 품목제조보고서나 원료수불대장을 통해 첨가물 사용 여부를 증명할 수 있어야 합니다. 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우, 원료 배합비 등을 고려하여 기준·규격 위반 여부가 판정됩니다."	true	
축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?	"Q: 축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?
A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 직접 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나, 원료로 사용된 간장 등에 해당 첨가물이 포함되어 있다면, 이를 고려해야 하며, 품목제조보고서나 원료수불대장을 통해 첨가물 사용 여부를 증명할 수 있어야 합니다. 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우, 원료 배합비 등을 고려하여 기준·규격 위반 여부가 판정됩니다."	true	
축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?	"Q: 축산물가공품 제조·가공 시 아질산이온, 타르색소, 보존료를 직접 사용하지 않았지만, 원료로 사용된 간장 등에 포함된 경우에도 검사를 해야 하나요?
A: 축산물가공품 제조·가공 과정에서 특정 식품첨가물을 직접 사용하지 않은 경우, 해당 항목의 검사를 생략할 수 있습니다. 그러나, 원료로 사용된 간장 등에 해당 첨가물이 포함되어 있다면, 이를 고려해야 하며, 품목제조보고서나 원료수불대장을 통해 첨가물 사용 여부를 증명할 수 있어야 합니다. 공무원이 수거·검사한 결과, 아질산이온, 타르색소, 보존료 등이 검출되거나 사용기준을 초과한 경우, 원료 배합비 등을 고려하여 기준·규격 위반 여부가 판정됩니다."	true	
